"station_id","station_name","lat","lng","start_count","start_count_member","start_count_casual"
"13257","Campbell Ave & North Ave","41.9105300767190807","-87.6895550491156055","6194","4006","2188"
"624","Public Rack - Parnell Ave & 98th St","41.8762033587740004","-87.6292015518519118","6151","3847","2304"
"TA1307000156","Lincoln Ave & Sunnyside Ave","41.9629873976121303","-87.6847979482037535","6150","4073","2077"
"13124","Cannon Dr & Fullerton Ave","41.9267432840729165","-87.6344345140737470","6095","2440","3655"
"TA1306000007","Larrabee St & Menomonee St","41.9146768790682750","-87.6433285879007150","6027","4525","1502"
"17660","California Ave & Cortez St","41.9003639466917121","-87.6966982969607503","6017","3507","2510"
"KA1503000052","Ellis Ave & 53rd St","41.7993443065525807","-87.6009636041083938","6015","4334","1681"
"596","Public Rack - Cottage Grove Ave & 111th St","42.0480995597377445","-87.6834573135756179","5957","3385","2572"
"SL-009","Clark St & 9th St (AMLI)","41.8708141405078414","-87.6312204337686344","5905","3693","2212"
"chargingstx3","Green St & Randolph St*","41.8836505384960070","-87.6485720359227761","5904","3650","2254"
"TA1308000006","Damen Ave & Grand Ave","41.8924200390329656","-87.6768910052449509","5864","4042","1822"
"18058","Leavitt St & Chicago Ave","41.8954894807679694","-87.6819951731570394","5798","3799","1999"
"TA1307000149","Ravenswood Ave & Irving Park Rd","41.9546656159879673","-87.6739213976343180","5785","4118","1667"
"15651","Humboldt Blvd & Armitage Ave","41.9175133618371835","-87.7018078339327197","5708","3381","2327"
"15650","Spaulding Ave & Armitage Ave","41.9171116633262132","-87.7102171533688945","5697","3678","2019"
"13434","Ashland Ave & Grand Ave","41.8910732083052048","-87.6666243043127472","5558","3833","1725"
"13135","Blue Island Ave & 18th St","41.8575368854295308","-87.6615560183647249","5539","3684","1855"
"644","Western Ave & Fillmore St","41.8684745818532270","-87.6861774766539950","5539","4580","959"
"TA1309000026","Lincoln Ave & Belle Plaine Ave","41.9559882043448531","-87.6801812467242574","5443","3606","1837"
"KA1503000038","Shields Ave & 31st St","41.8384624276265355","-87.6353970292520189","5438","4648","790"
"TA1309000021","Paulina St & Montrose Ave","41.9615018845230276","-87.6713987566425040","5430","3948","1482"
"658","Public Rack - King Dr & 83rd St","41.9028685806782589","-87.6837398642736568","5429","3661","1768"
"13259","California Ave & Francis Pl (Temp)","41.9185103836702677","-87.6974209520788827","5400","3370","2030"
"15655","Albany Ave & Bloomingdale Ave","41.9140183943304029","-87.7051333925259180","5392","3443","1949"
"13296","Ashland Ave & Wrightwood Ave","41.9288266227121805","-87.6685186489591992","5392","3319","2073"
"13268","Damen Ave & Wellington Ave","41.9358738336835621","-87.6784190820361086","5387","3297","2090"
"654","Racine Ave & Washington Blvd","41.8830471548238447","-87.6569761431641028","5382","3821","1561"
"TA1308000036","Indiana Ave & 31st St","41.8388387396885783","-87.6218570677785392","5378","4679","699"
"KA1503000074","Museum of Science and Industry","41.7917411326714198","-87.5839511089337669","5310","1981","3329"
"13037","Clinton St & Tilden St","41.8758800120775958","-87.6407780813061121","5251","3567","1684"
"15664","Artesian Ave & Hubbard St","41.8895173591109482","-87.6882063307471772","5176","3563","1613"
"13163","Morgan St & 18th St","41.8580931404767257","-87.6510887888782274","5154","3153","2001"
"13155","Racine Ave & Randolph St","41.8840771353393035","-87.6568735144002255","5142","3575","1567"
"TA1307000143","Sedgwick St & Schiller St","41.9076244846145747","-87.6385475797036884","5141","3190","1951"
"KA1503000034","LaSalle St & Adams St","41.8793734131535975","-87.6319766079943254","5126","3427","1699"
"13266","Stave St & Armitage Ave","41.9177268414145071","-87.6914045740723312","5106","3426","1680"
"13075","Wentworth Ave & Cermak Rd","41.8531040416218966","-87.6319190941763659","5095","2653","2442"
"KA1504000149","Damen Ave & Foster Ave","41.9756135981074615","-87.6794607040641439","5028","3120","1908"
"TA1307000048","Fort Dearborn Dr & 31st St","41.8385527471105810","-87.6082441949436267","4987","2706","2281"
"KA1503000070","Harper Ave & 59th St","41.7879429141265493","-87.5883120589086412","4895","3773","1122"
"13398","Blackstone Ave & Hyde Park Blvd","41.8025724419431790","-87.5903691338052203","4861","3288","1573"
"RP-009","Sheridan Rd & Loyola Ave","42.0010667231618915","-87.6612180603961948","4765","2690","2075"
"13271","Damen Ave & Clybourn Ave","41.9319230637335070","-87.6778406164783988","4727","2907","1820"
"13253","Lincoln Ave & Waveland Ave","41.9487769587866768","-87.6752633329702964","4629","3196","1433"
"KA1504000175","Glenwood Ave & Morse Ave","42.0079682364315870","-87.6654899701928217","4611","3211","1400"
"E008","Chicago Ave & Sheridan Rd","42.0504892583869093","-87.6778195045083361","4600","2401","2199"
"KA17018068","Leavitt St & Belmont Ave","41.9393478731665373","-87.6832686787110077","4518","2560","1958"
"TA1306000002","Morgan Ave & 14th Pl","41.8623949290025611","-87.6510853103931131","4452","3396","1056"
"TA1307000159","Paulina St & 18th St","41.8579080242363168","-87.6687213133941275","4423","3074","1349"
"13432","Wood St & Hubbard St","41.8898973178801453","-87.6714712359551386","4422","2825","1597"
"KA1504000162","Clark St & Lunt Ave","42.0090122751119640","-87.6741490130363964","4420","2763","1657"
"13258","California Ave & North Ave","41.9104292915356831","-87.6974896396119104","4320","2720","1600"
"202480.0","Hampden Ct & Diversey Ave","41.9319077647669164","-87.6419317915758117","4284","2707","1577"
"15546","Calumet Ave & 21st St","41.8541723735335031","-87.6191586301907713","4271","2025","2246"
"13242","Milwaukee Ave & Rockwell St","41.9202078058379904","-87.6926556799833695","4257","2376","1881"
"13099","Halsted St & 18th St","41.8575368808969146","-87.6460098040220632","4245","2803","1442"
"TA1309000018","Ravenswood Ave & Berteau Ave","41.9579184693722707","-87.6735705994344978","4191","3172","1019"
"13081","Ogden Ave & Congress Pkwy","41.8750270034689469","-87.6732742510606550","4146","3201","945"
"13256","California Ave & Division St","41.9030293750152683","-87.6974883297738179","4130","2438","1692"
"TA1308000046","Morgan St & 31st St","41.8378059900782362","-87.6511446734750540","4101","2966","1135"
"13292","Kedzie Ave & Palmer Ct","41.9215207177525919","-87.7073108848471499","4061","2252","1809"
"13345","Calumet Ave & 35th St","41.8313720767963697","-87.6180326818753456","4036","3452","584"
"15646","California Ave & Altgeld St","41.9266736936150675","-87.6976852445377687","4030","2582","1448"
"TA1309000050","Lincoln Ave & Addison St","41.9461760276631139","-87.6733066936082651","3984","2495","1489"
"13143","Damen Ave & Melrose Ave","41.9405827617301608","-87.6785242943513352","3969","2485","1484"
"TA1308000047","Southport Ave & Clark St","41.9570832370323040","-87.6641962184620149","3948","2337","1611"
"TA1309000012","Damen Ave & Sunnyside Ave","41.9632494369585537","-87.6792681687145621","3930","2518","1412"
"428","Milwaukee Ave & Fullerton Ave","41.9234727323304481","-87.7004311995519340","3926","2114","1812"
"15445","Wentworth Ave & 33rd St","41.8345440219480522","-87.6318244261139895","3850","3025","825"
"22004","Blackstone Ave & 59th St","41.7878976882888738","-87.5904764302268111","3811","2716","1095"
"chargingstx07","Wentworth Ave & Cermak Rd*","41.8532089441158989","-87.6318665059429438","3806","2089","1717"
"15668","Western Ave & Congress Pkwy","41.8747193568301016","-87.6864181024412180","3723","2865","858"
"KA1503000004","Lake Park Ave & 35th St","41.8312718899912012","-87.6088004556289867","3699","2440","1259"
"KA1504000148","Clark St & Elmdale Ave","41.9908581398383946","-87.6697108044357973","3653","2274","1379"
"KA1504000140","Winchester Ave & Elston Ave","41.9240924023336419","-87.6764598974098686","3637","2525","1112"
"15632","Talman Ave & Addison St","41.9466392010033923","-87.6946212587009070","3565","2315","1250"
"TA1305000001","Wabash Ave & Cermak Rd","41.8526177451091795","-87.6265077747038723","3537","2008","1529"
"520","Public Rack - Karlov Ave & Kamerling Ave","42.0144910660413440","-87.6694097379100946","3536","2161","1375"
"15645","Richmond St & Diversey Ave","41.9319107514710849","-87.7012136952009780","3527","2187","1340"
"chargingstx06","Fort Dearborn Dr & 31st St*","41.8386583488583669","-87.6087591024523701","3526","1933","1593"
"KA1504000093","Rockwell St & Eastwood Ave","41.9658812719648909","-87.6936496464142933","3514","2501","1013"
"13354","Ashland Ave & 13th St","41.8652308272898398","-87.6665139861035834","3498","3048","450"
"KA1504000156","Clark St & Schreiber Ave","41.9995803806743040","-87.6707025273193748","3464","2243","1221"
"23002","Lincoln Ave & Byron St","41.9521168931917727","-87.6775475858501967","3445","2272","1173"
"TA1307000138","Wood St & Webster Ave","41.9210505719173027","-87.6728016610907138","3437","2139","1298"
"KA1504000090","St. Louis Ave & Fullerton Ave","41.9248240585110116","-87.7145055153217744","3425","2117","1308"
"15622","California Ave & Montrose Ave","41.9610646280728009","-87.6954337744042267","3390","2149","1241"
"20252.0","W Oakdale Ave & N Broadway","41.9365827308263020","-87.6431363006866533","3384","1965","1419"
"15634","Western Ave & Roscoe St","41.9430355737293390","-87.6872942605898968","3377","2390","987"
"TA1307000005","Indiana Ave & 26th St","41.8457196408580939","-87.6225064770281661","3363","2616","747"
"13245","Claremont Ave & Hirsch St","41.9077725689601466","-87.6858582235813845","3360","2224","1136"
"20254.0","W Armitage Ave & N Sheffield Ave","41.9184893803163134","-87.6523972528371334","3266","2101","1165"
"KA150400009X","Kimball Ave & Belmont Ave","41.9393961927839307","-87.7120788092295310","3260","1980","1280"
"660","Sheridan Rd & Columbia Ave","42.0044172011750126","-87.6613986445243841","3238","2138","1100"
"15648","Campbell Ave & Fullerton Ave","41.9244597226338031","-87.6889320931364718","3237","1879","1358"
"13249","Ashland Ave & Belle Plaine Ave","41.9560675609639794","-87.6688433243304746","3218","1917","1301"
"13134","Damen Ave & Madison St","41.8814024424849973","-87.6749230014603382","3217","1852","1365"
"KA1504000143","Leavitt St & Addison St","41.9466314917906053","-87.6833547478797721","3199","1911","1288"
"TA1307000044","Clinton St & 18th St","41.8579419272340183","-87.6408319148246973","3186","2060","1126"
"13326","Canal St & Harrison St","41.8742549736334836","-87.6395690857763526","3182","2240","942"
"TA1308000043","Halsted St & 35th St","41.8306653919415489","-87.6471595151969650","3177","2354","823"
"15623","Campbell Ave & Montrose Ave (Temp)","41.9615340533855923","-87.6911900383572247","3156","2208","948"
"TA1309000015","Leavitt St & Lawrence Ave","41.9688768974823361","-87.6840106501076315","3131","2007","1124"
"15443","Shields Ave & 28th Pl","41.8427516376935489","-87.6354912707738242","3124","2710","414"
"13304","Racine Ave & 15th St","41.8612946844458734","-87.6565873230660623","3116","2218","898"
"TA1308000013","Halsted St & Archer Ave","41.8472046869600843","-87.6468149149012641","3049","1954","1095"
"15642","California Ave & Fletcher St","41.9384257563895590","-87.6980040463983965","2998","1781","1217"
"TA1307000153","Emerald Ave & 28th St","41.8435804993583851","-87.6453825503751048","2978","2400","578"
"SL-013","State St & 19th St","41.8565872911295037","-87.6275444140863925","2978","1771","1207"
"15644","Central Park Ave & Elbridge Ave","41.9353431253763213","-87.7168746853433228","2942","1782","1160"
"15653","Troy St & North Ave","41.9097858932406501","-87.7052913584265937","2935","1515","1420"
"E002","Chicago Ave & Washington St","42.0325637367691788","-87.6791278641591191","2905","1543","1362"
"605","University Library (NU)","42.0528808579359686","-87.6734172034761985","2887","1776","1111"
"TA1309000032","Elston Ave & Wabansia Ave","41.9129097876143076","-87.6641635630212169","2872","1754","1118"
"20.0","Damen Ave & Wabansia Ave","41.9122169201395543","-87.6774029991942942","2858","1765","1093"
"13307","Laflin St & Cullerton St","41.8549009714196608","-87.6635955802888854","2802","1823","979"
"KA17018054","Damen Ave & Walnut (Lake) St","41.8859503898410961","-87.6770145972093037","2776","1748","1028"
"20251.0","N Carpenter St & W Lake St","41.8870161245499761","-87.6521297762958256","2721","1984","737"
"13162","Halsted St & 21st St","41.8537858679369320","-87.6465940508571476","2718","1864","854"
"655","Hoyne Ave & Balmoral Ave","41.9798657822343198","-87.6819398233688954","2656","1855","801"
"515","Public Rack - Hamlin Ave & Chicago Ave","42.0191308105569988","-87.6735776064072638","2654","1649","1005"
"KA1504000080","Washtenaw Ave & Lawrence Ave","41.9689511007208341","-87.6960753084988587","2645","1813","832"
"TA1308000002","Greenwood Ave & 47th St","41.8098253263451322","-87.5993642545049766","2643","1947","696"
"15643","Kosciuszko Park","41.9305715907570076","-87.7237947387870997","2635","1527","1108"
"RP-008","Clark St & Columbia Ave","42.0044522910472315","-87.6724014109879901","2622","1760","862"
"18017","Central Park Ave & Bloomingdale Ave","41.9141644360806550","-87.7167588663096542","2608","1469","1139"
"15624","Avondale Ave & Irving Park Rd","41.9533984497133913","-87.7319927448328061","2602","1527","1075"
"22002","Woodlawn Ave & 58th St","41.7893843082219295","-87.5964815887052440","2590","1902","688"
"KA1504000158","Oakley Ave & Irving Park Rd","41.9543292509169934","-87.6860801491294345","2579","1755","824"
"15631","Troy St & Elston Ave","41.9452373609276903","-87.7066476813162147","2526","1637","889"
"15628","California Ave & Byron St","41.9521617508629632","-87.6980565949101691","2525","1571","954"
"KA1503000005","Wentworth Ave & 35th St","41.8307809016220329","-87.6325032699703118","2523","1542","981"
"15667","Western Ave & Monroe St","41.8797987937837306","-87.6860948925704702","2520","1898","622"
"KA1504000117","Halsted St & North Branch St","41.8993811280861460","-87.6485302227752701","2501","1620","881"
"KA1504000101","Ogden Ave & Roosevelt Rd","41.8664710456083050","-87.6846590200219307","2489","2067","422"
"15640","Avers Ave & Belmont Ave","41.9394076785692238","-87.7235719001143613","2447","1450","997"
"KA1504000078","Lincoln Ave & Winona St","41.9749054443992360","-87.6925584131125621","2438","1613","825"
"13331","May St & Cullerton St","41.8551900221551871","-87.6541454828801530","2412","1597","815"
"22003","University Ave & 59th St","41.7878762789375872","-87.5989189367982054","2397","1822","575"
"13089","Damen Ave & Cullerton St","41.8549690074785114","-87.6756804157611653","2393","1566","827"
"18069","Cherry Ave & Blackhawk St","41.9072236445455749","-87.6556307954563378","2230","1295","935"
"TA1308000045","Wallace St & 35th St","41.8306898381013395","-87.6412658290778364","2216","1539","677"
"435","Rockwell St & Fletcher St","41.9390791624551929","-87.6922202950350456","2162","1203","959"
"20256.0","N Sheffield Ave & W Wellington Ave","41.9372038649344164","-87.6527987952500429","2160","1317","843"
"525","Public Rack - Kedzie Ave & Arthington St","42.0113159812034089","-87.6664487091590288","2147","1296","851"
"KA1504000126","Kedzie Ave & Leland Ave","41.9666849205075938","-87.7080635501388772","2119","1409","710"
"631","Public Rack - Yates Ave & 100th St","41.8774351746026361","-87.6737580427437963","2080","1331","749"
"KA1504000160","Francisco Ave & Foster Ave","41.9756408852222794","-87.7014224297577261","2070","1397","673"
"15621","Albany Ave & Montrose Ave","41.9610358312877218","-87.7058655168975506","2066","1386","680"
"KA1504000127","Manor Ave & Leland Ave","41.9658744811902401","-87.7008264745127115","2050","1474","576"
"643","Smith Park","41.8919247407581986","-87.6893549471120862","2050","1327","723"
"TA1308000035","Lake Park Ave & 47th St","41.8094400426382458","-87.5918764420015583","2048","1168","880"
"SL-006","Wells St & 19th St","41.8567991542458663","-87.6338723100172538","2035","865","1170"
"410","Campbell Ave & Augusta Blvd","41.8995560571525505","-87.6894931060602928","2025","1126","899"
"KA1504000159","Sheridan Rd & Greenleaf Ave","42.0105880834072368","-87.6624127283228035","2004","1249","755"
"20253.0","N Paulina St & Lincoln Ave","41.9429960659156873","-87.6711980699866453","1978","1346","632"
"15446","Racine Ave & 35th St","41.8306746614689263","-87.6562002595560580","1963","1557","406"
"TA1308000026","Wentworth Ave & 24th St (Temp)","41.8500817321835956","-87.6321451381705834","1953","1211","742"
"KA1504000142","Drake Ave & Addison St","41.9473473143916893","-87.7175888944028003","1891","1155","736"
"KA1504000139","Monticello Ave & Irving Park Rd","41.9539992256553339","-87.7191025351456360","1883","1198","685"
"KA1504000147","Winchester (Ravenswood) Ave & Balmoral Ave","41.9797665505680595","-87.6775450288926771","1838","1171","667"
"18016","Bernard St & Elston Ave","41.9499256210722586","-87.7139561212148693","1836","1457","379"
"15442","Ashland Ave & Archer Ave","41.8391894321500505","-87.6656118069830901","1831","1084","747"
"15615","Christiana Ave & Lawrence Ave","41.9683234590729380","-87.7118235683769789","1827","1009","818"
"15654","Spaulding Ave & Division St","41.9026947793921970","-87.7091701620835585","1821","930","891"
"RP-005","Western Ave & Lunt Ave","42.0085710983217833","-87.6904596263794243","1776","1176","600"
"523","Public Rack - Pulaski Rd & Roosevelt Rd","42.0189257104862400","-87.6644167684081513","1738","1085","653"
"22005","Drexel Ave & 60th St","41.7858533889066992","-87.6045619610787451","1735","1269","466"
"517","Public Rack - Pulaski Rd & Armitage Ave","41.9924062897045523","-87.6877237777254547","1725","1165","560"
"13091","Western Ave & 21st St","41.8541026757763786","-87.6858257706418622","1721","1130","591"
"15541.1.1","Buckingham Fountain","41.8766584683010490","-87.6204817771102564","1711","281","1430"
"20257.0","N Southport Ave & W Newport Ave","41.9433191824332455","-87.6632896642095960","1690","998","692"
"472","Elston Ave & George St","41.9331131694206349","-87.6906531670349635","1653","1049","604"
"021320","MTV Hubbard St","41.8898247277436513","-87.6802587875798445","1617","1238","379"
"592","Public Rack - Eggleston Ave & 115th St","41.9601241245612029","-87.7451514651204998","1592","1005","587"
"KA1503000065","Woodlawn Ave & Lake Park Ave","41.8140911977771029","-87.5970070405255688","1568","990","578"
"13420","MLK Jr Dr & Pershing Rd","41.8246095058872817","-87.6167866182511518","1539","1087","452"
"chargingstx2","Wilton Ave & Diversey Pkwy*","41.9324152488944914","-87.6527107534822164","1513","979","534"
"TA1309000067","Cottage Grove Ave & 51st St","41.8030314533225273","-87.6066144498446355","1500","976","524"
"431","Western Ave & Grace St","41.9502723092767390","-87.6886459399229618","1449","799","650"
"661","Public Rack - Langley Ave & 79th St","42.0556283672047281","-87.6861982476093381","1436","784","652"
"KA1503000054","Cottage Grove Ave & 63rd St","41.7805487402408840","-87.6059979365714182","1410","1028","382"
"20247.0","W Washington Blvd & N Peoria St","41.8831190459541153","-87.6499670080083914","1406","974","432"
"KA1504000096","Sawyer Ave & Irving Park Rd","41.9535989252658315","-87.7093061856428952","1381","740","641"
"20255.0","N Damen Ave & W Chicago Ave","41.8963277365337661","-87.6784452375991345","1371","990","381"
"KA1504000128","Kedzie Ave & Foster Ave","41.9756728951487033","-87.7092646565757792","1368","847","521"
"13165","Racine Ave & 13th St","41.8650490085377071","-87.6569693700119285","1367","942","425"
"446","Francisco Ave & Montrose Ave","41.9606916959386136","-87.7006043865449343","1363","808","555"
"TA1309000053","Cottage Grove Ave & 47th St","41.8098522249972749","-87.6067540449166357","1341","998","343"
"KA1503000040","Loomis St & Archer Ave","41.8416338107135237","-87.6574477730437588","1329","889","440"
"KA1504000097","Drake Ave & Montrose Ave","41.9611549827370053","-87.7165809296102324","1305","819","486"
"TA1307000160","Prairie Ave & Garfield Blvd","41.7948922057596208","-87.6187155014513299","1287","717","570"
"KA1503000029","South Shore Dr & 67th St","41.7736453531895374","-87.5674927869480737","1278","825","453"
"KA1503000068","Leavitt St & Archer Ave","41.8287750164414896","-87.6806280102572135","1272","738","534"
"13213","State St & 29th St","41.8417095024415879","-87.6269397878093258","1263","932","331"
"KA1504000129","Western Ave & Granville Ave","41.9941643788463689","-87.6894436079059670","1258","858","400"
"527","Western Ave & Howard St","42.0188366503894873","-87.6900681422590837","1234","846","388"
"RP-007","Clark St & Touhy Ave","42.0125501207239407","-87.6743383970985100","1228","837","391"
"15652","Central Park Ave & North Ave","41.9096563032322541","-87.7166428152305625","1221","555","666"
"TA1308000014","Normal Ave & Archer Ave","41.8495267050634858","-87.6405883412477138","1216","920","296"
"RP-001","Warren Park West","42.0017796727546421","-87.6888297235511590","1216","854","362"
"430","Troy St & Grace St","41.9501807676543703","-87.7073059579922963","1205","737","468"
"436","Kedzie Ave & George St","41.9329962485478315","-87.7078752053796775","1191","672","519"
"KA1503000002","South Shore Dr & 71st St","41.7664100702572482","-87.5656938019405957","1190","588","602"
"KA1504000161","St. Louis Ave & Balmoral Ave","41.9802669649332311","-87.7160353811653033","1179","773","406"
"15542","Clinton St & Polk St","41.8714623700215580","-87.6409435736925721","1178","640","538"
"16010","Keystone Ave & Fullerton Ave","41.9245814485159932","-87.7278644273163580","1143","627","516"
"E006","Central St Metra","42.0636620077101387","-87.6987198674051194","1134","487","647"
"444","N Shore Channel Trail & Argyle St","41.9716423289194883","-87.7020889831396538","1121","702","419"
"15666","California Ave & Lake St","41.8844581845779275","-87.6962741783397989","1111","501","610"
"KA1503000069","Dorchester Ave & 49th St","41.8057568861583060","-87.5924680584803876","1102","687","415"
"438","Western Ave & Berteau Ave","41.9583832069975787","-87.6887866715057305","1079","649","430"
"TA1308000023","Cottage Grove Ave & 43rd St","41.8164936334935084","-87.6065886559219505","1064","745","319"
"E007","Central St & Girard Ave","42.0643095820565393","-87.6861486881447655","1056","551","505"
"TA1308000038","Cottage Grove Ave & Oakwood Blvd","41.8230109969725135","-87.6071118347200509","1040","472","568"
"445","Western Ave & Gunnison St","41.9697389834925811","-87.6896617698937198","1034","667","367"
"KA1503000066","Wood St & 35th St","41.8301141089360350","-87.6703128955462747","1033","814","219"
"433","Elston Ave & Henderson St","41.9411035068526860","-87.7006721155947614","1023","514","509"
"15470","Calumet Ave & 51st St","41.8022867322625182","-87.6180592053496036","1016","675","341"
"16991","Milwaukee Ave & Cuyler Ave","41.9544688468772818","-87.7495937845710999","1008","692","316"
"16806","Bosworth Ave & Howard St","42.0195372210560095","-87.6695460230633299","991","801","190"
"411","Francisco Ave & Chicago Ave","41.8958522210438902","-87.6986684217981438","982","573","409"
"15491","63rd St Beach","41.7809160296113375","-87.5763199423821942","971","358","613"
"KA1504000164","Keystone Ave & Montrose Ave","41.9610981799221948","-87.7289777967707680","969","626","343"
"KA1706005015","Kildare Ave & Montrose Ave","41.9610781012810387","-87.7356910072417290","964","587","377"
"KA1504000106","Kedzie Ave & Lake St","41.8846738190716379","-87.7063216906281179","946","527","419"
"598","Elmwood Ave & Austin St","42.0257831219893390","-87.6841117611032338","938","552","386"
"KA1503000046","Dorchester Ave & 63rd St","41.7804072825481949","-87.5914108036387890","938","641","297"
"600","Dodge Ave & Church St","42.0483146902243521","-87.6983033550599929","936","446","490"
"KA1504000167","Kedzie Ave & Bryn Mawr Ave","41.9822367206069639","-87.7088925290274559","931","626","305"
"15585","Budlong Woods Library","41.9836712244435731","-87.6964235332016694","907","494","413"
"KA1503000027","Prairie Ave & 43rd St","41.8166624093317339","-87.6194132347502120","907","474","433"
"chargingstx0","Wilton Ave & Diversey Pkwy*","41.9324245528591922","-87.6527103181455266","906","612","294"
"514","Ridge Blvd & Howard St","42.0128993443875661","-87.6864695530519652","898","590","308"
"RP-006","Ridge Blvd & Touhy Ave","42.0121136033635711","-87.6829245049383626","880","520","360"
"429","Francisco Ave & Bloomingdale Ave","41.9134674469197701","-87.6994755312905747","872","395","477"
"RP-002","Warren Park East","42.0045522651493748","-87.6806575079558757","867","557","310"
"432","Sacramento Blvd & Addison St","41.9469834264393747","-87.7023065733586820","866","387","479"
"RP-004","Oakley Ave & Touhy Ave","42.0123397370185728","-87.6882473550097752","855","512","343"
"382","Kedzie Ave & 48th Pl","41.8031183949851613","-87.7026920951223655","820","255","565"
"20104","State St & 95th St","41.7217769698883060","-87.6228429167267759","816","416","400"
"420","Washtenaw Ave & Polk St","41.8709288275682848","-87.6930914967149947","796","570","226"
"398","Long & Irving Park","41.9520803010061689","-87.7614851853365242","788","344","444"
"13096","California Ave & 21st St","41.8537958011607638","-87.6958245114956173","785","441","344"
"15685","Central Park Ave & Ogden Ave","41.8540260970514831","-87.7150765479025780","768","293","475"
"TA1308000007","MLK Jr Dr & 47th St","41.8098473806735464","-87.6162860793362183","754","396","358"
"KA1504000114","Kedzie Ave & Chicago Ave","41.8954680177323995","-87.7061330996301665","741","448","293"
"KA1504000155","2112 W Peterson Ave","41.9911757944353299","-87.6835970109377170","739","464","275"
"599","Valli Produce - Evanston Plaza","42.0394868213915083","-87.6992971127131129","727","365","362"
"443","California Ave & Winona St","41.9732200865589489","-87.6985220222883523","719","553","166"
"KA1503000075","DuSable Museum","41.7915625834775388","-87.6078530749512786","710","462","248"
"TA1309000003","Western Ave & 24th St","41.8484690614654930","-87.6851209245171360","705","424","281"
"434","Albany Ave & Belmont Ave","41.9397366199650078","-87.7062673703374805","693","416","277"
"518","Public Rack - Keystone Ave & North Ave","41.8877362177012776","-87.7179575936469222","689","316","373"
"15689","California Ave & 23rd Pl","41.8491152617092312","-87.6951401867517752","687","374","313"
"590","Kilbourn Ave & Irving Park Rd","41.9537319514214123","-87.7405593816704632","685","428","257"
"343","Pulaski Rd & 51st St","41.8003035913557744","-87.7233145853522168","670","291","379"
"475","Whipple/Irving Park","41.9531791925613599","-87.7033353562465450","651","327","324"
"KA1504000141","Pulaski Rd & Eddy St (Temp)","41.9462698207207137","-87.7310385811499871","650","252","398"
"439","Campbell Ave & Irving Park Rd","41.9527097382289733","-87.6905958090781997","644","326","318"
"866","Public Rack - Kostner Ave & Armitage Ave","41.9184893106501996","-87.7379557121614272","641","384","257"
"18022","Archer (Damen) Ave & 37th St","41.8267135213700848","-87.6831468362104857","636","402","234"
"425","Rockwell St & Cermak Rd","41.8511640445885936","-87.6904341178399779","630","428","202"
"TA1307000066","Damen Ave & Coulter St","41.8491970814448892","-87.6756412605254871","604","384","220"
"KA1504000130","Maplewood Ave & Peterson Ave","41.9902361440426067","-87.6933697361760670","596","421","175"
"662","Public Rack - Cottage Grove & 86th St","42.0105436759204576","-87.6952657337677574","588","310","278"
"314","Narragansett & Wrightwood","41.9284141032939230","-87.7871977057641396","583","173","410"
"TA1307000161","Halsted St & 37th St","41.8270678067874967","-87.6457202183921723","577","351","226"
"KA1504000109","Washtenaw Ave & Ogden Ave","41.8619656173667687","-87.6934117942853374","564","349","215"
"442","Lincoln Ave & Balmoral Ave","41.9795851707923650","-87.6923473648206082","559","298","261"
"KA1503000009","Princeton Ave & 47th St","41.8093223647630749","-87.6334542559376615","549","275","274"
"519","Wolcott Ave & Fargo Ave","42.0150379517704610","-87.6787979177209156","534","336","198"
"E011","Dodge Ave & Main St","42.0346846690447681","-87.6991746489122838","525","342","183"
"20260.0","Ping Tom Park (East)","41.8581957511345178","-87.6319389096209814","524","246","278"
"16994","Kilbourn Ave & Milwaukee Ave","41.9470696748132803","-87.7399982558755850","514","289","225"
"KA1503000030","Jeffery Blvd & 67th St","41.7735176155861003","-87.5772093929866536","513","246","267"
"650","Public Rack - Houston Ave & 91st St","41.7686715301180285","-87.6353667538180934","508","400","108"
"361","Kenosha & Wellington","41.9321480612096482","-87.7318275964559304","487","357","130"
"KA1503000018","Jeffery Blvd & 71st St","41.7666288052039924","-87.5764414651471059","484","312","172"
"20106","Chicago State University","41.7189653236250204","-87.6083367088470743","477","264","213"
"326","Harlem & Irving Park","41.9520876454986851","-87.8081714217669296","475","100","375"
"E014","Lincolnwood Dr & Central St","42.0648319534297974","-87.7153038084095434","447","204","243"
"312","Lockwood Ave & Wrightwood Ave","41.9287076580927750","-87.7590345376720033","445","307","138"
"855","Public Rack - Washtenaw Ave & Superior St","41.8933754559824168","-87.6948701514721287","442","272","170"
"507","Public Rack - Hamlin Ave & Fullerton Ave","41.9225984583344645","-87.7208151474494721","433","286","147"
"KA1503000045","Stony Island Ave & 71st St","41.7664919768097514","-87.5864618930635198","433","282","151"
"16906","Austin Blvd & Lake St","41.8879403418054808","-87.7743300081960693","422","211","211"
"KA1503000013","Princeton Ave & Garfield Blvd","41.7949809058053585","-87.6331238311142632","418","290","128"
"15686","Kedzie Ave & 21st St","41.8535392171515636","-87.7050658787027071","412","190","222"
"KA1504000113","Sacramento Blvd & Franklin Blvd","41.8904990793572121","-87.7026209582421795","407","222","185"
"20249.0","N Clark St & W Elm St","41.9022513986127168","-87.6311294917441232","405","284","121"
"358","Kilpatrick Ave & Parker Ave","41.9304790398890350","-87.7425990925289474","399","222","177"
