"station_id","station_name","lat","lng","start_count","start_count_member","start_count_casual"
"KA1503000031","Cottage Grove Ave & 67th St","41.7737251965565554","-87.6056398826734207","397","232","165"
"352","Sayre & Diversey","41.9305848841799729","-87.8006114794086604","397","57","340"
"573","State St & 79th St","41.7535272628767361","-87.6273670987881944","394","188","206"
"360","Kilbourn & Roscoe","41.9417676269182209","-87.7397052946901004","391","123","268"
"KA1503000020","South Shore Dr & 74th St","41.7622012172858714","-87.5592564549902707","377","205","172"
"462","Lincoln Ave & Peterson Ave","41.9901575338935880","-87.7090752629763528","370","184","186"
"653B","Stony Island Ave & 63rd St","41.7209133815455841","-87.4625728278779677","365","187","178"
"20105","Halsted St & 96th St","41.7197143309620618","-87.6429806634886000","362","316","46"
"594","Western Blvd & 48th Pl","41.8035024143283520","-87.6820877022835200","360","173","187"
"585","Public Rack - Houston Ave & 131st St","41.7410797296556583","-87.6032938301616028","359","238","121"
"20219","Burnham Greenway & 112th St","41.6917720237079746","-87.5304385754990785","353","128","225"
"321","Kostner Ave & Wrightwood Ave","41.9288167351548160","-87.7377015889742813","352","246","106"
"KA1503000073","MLK Jr Dr & 56th St","41.7937145617831940","-87.6159322013439606","350","142","208"
"505","Public Rack - Milwaukee Ave & Haussen Ct","41.9383493698876136","-87.7211970022721185","348","155","193"
"567","Public Rack - Harvey Ave & North Ave","41.7697564147412217","-87.6536777701385281","343","313","30"
"KA1504000091","Hoyne Ave & 47th St","41.8082255461952916","-87.6771859248646334","342","131","211"
"KA1504000110","Millard Ave & 26th St","41.8445371468766146","-87.7159447441400478","341","181","160"
"877","Public Rack - Racine Ave & 109th Pl","41.6930904963253120","-87.6518341094144385","340","304","36"
"346","Kedzie Ave & 57th St","41.7899136025444819","-87.7021482285574324","339","160","179"
"KA1503000033","Eberhart Ave & 61st St","41.7840820582231490","-87.6144893514824502","338","114","224"
"16918","Austin Blvd & Madison St","41.8802847365208647","-87.7744607056123680","338","233","105"
"951","Public Rack - Woodlawn Ave & 63rd St N","41.7804573335416051","-87.5971855175283111","332","173","159"
"KA1503000047","Perry Ave & 69th St","41.7692878270791858","-87.6282050462701273","332","128","204"
"323","Narragansett & Irving Park","41.9519062983563388","-87.7866308793563388","328","216","112"
"16940","Ashland Ave & 50th St","41.8030176687479425","-87.6646975115010288","325","229","96"
"546","Public Rack - Cicero Ave & Wellington Ave","41.8303280740735999","-87.6810579327984000","318","130","188"
"KA1503000019","Stony Island Ave & 75th St","41.7586709626577982","-87.5868877156111112","318","219","99"
"15687","Central Park Ave & 24th St","41.8481079927920443","-87.7150807879018126","316","78","238"
"767","Public Rack - Hyde Park Blvd & 53rd St","41.7995844051585903","-87.5839231675190896","312","227","85"
"492","Public Rack - Hamlin Ave & Montrose Ave","41.9606335692094017","-87.7213550837307692","307","180","127"
"355","Central Ave & Parker Ave","41.9300726877075811","-87.7682954056612516","303","153","150"
"316","Lamon Ave & Belmont Ave","41.9394231620314010","-87.7495904897699274","303","123","180"
"KA1504000102","Fairfield Ave & Roosevelt Rd","41.8667187149127876","-87.6944737408309257","302","177","125"
"387","St Louis Ave & 59th St","41.7869465309097701","-87.7104209658143679","301","183","118"
"16920","Central Ave & Chicago Ave","41.8949586475983935","-87.7649037324687320","300","232","68"
"KA1503000032","Union Ave & Root St","41.8191688026391913","-87.6432472757677553","300","117","183"
"16932","Ashland Ave & Pershing Rd","41.8234615728792517","-87.6655794165510204","296","191","105"
"380","Fairfield Ave & 44th St","41.8122315698189223","-87.6919934982142858","296","107","189"
"KA1503000025","Wentworth Ave & 63rd St","41.7800807532093939","-87.6297633328922979","292","137","155"
"20205","Western Ave & 111th St","41.6912119763201643","-87.6812981646246377","289","74","215"
"13083","Indiana Ave & 40th St","41.8216772588975694","-87.6215611956979167","287","140","147"
"KA1503000023","Stony Island Ave & 67th St","41.7734719107930713","-87.5853201502181196","285","124","161"
"651","Public Rack - Commercial Ave & 89th St","41.7643844409610043","-87.6198113568386752","282","208","74"
"506","Public Rack - Lawndale Ave & Diversey Ave","41.9312418187308598","-87.7194929004045935","279","196","83"
"16937","Ashland Ave & McDowell Ave","41.8088701389793875","-87.6645386975129564","278","185","93"
"647","Racine Ave & 57th St","41.7897682685579424","-87.6546982860896163","278","220","58"
"458","Washtenaw Ave & Peterson Ave","41.9903508298873404","-87.6985243651329849","276","140","136"
"930","Public Rack - Washtenaw Ave & Devon Ave","41.9984659518237681","-87.6981398261356521","276","210","66"
"20238","Greenwood Ave & 97th St","41.7187068608482190","-87.5970207544954935","275","136","139"
"500","Public Rack - Monticello Ave & Belmont Ave","41.9395182505524518","-87.7188115080651768","270","158","112"
"549","Public Rack - Laramie Ave & Fullerton Ave","41.8278343307386224","-87.6782346531180813","264","108","156"
"15692","California Ave & 26th St","41.8436926431096145","-87.6949543150152082","261","200","61"
"20107","Walden Pkwy & 100th St","41.7121832343839961","-87.6677305810556469","260","81","179"
"322","Cicero Ave & Grace St","41.9497829880133053","-87.7474515227899158","255","124","131"
"441","Virginia Ave & Catalpa Ave","41.9810437571178862","-87.7047335405846884","248","122","126"
"999","Public Rack - Champlain Ave & 65th St","41.7771757579491193","-87.6095658008330071","245","198","47"
"766","Public Rack - Harold Washington Park","41.8007092688911055","-87.5832648411579385","245","115","130"
"559","Racine Ave & Garfield Blvd","41.8408602098221344","-87.6896566888465086","243","121","122"
"452","Richmond St & Lincoln Ave","41.9889263988519284","-87.7019384698292011","240","122","118"
"KA1503000021","Stony Island Ave & 64th St","41.7788807291935484","-87.5866495750731182","238","113","125"
"KA1503000055","Halsted St & 63rd St","41.7793829662868852","-87.6446467543275274","237","109","128"
"KA1503000053","MLK Jr Dr & 63rd St","41.7800837169980817","-87.6159488641165987","236","102","134"
"20232","Big Marsh Park","41.6858781561932540","-87.5738201886983046","236","45","191"
"356","Lavergne & Fullerton","41.9225445326354817","-87.7507500159417880","236","46","190"
"504","Public Rack - Milwaukee Ave & Diversey Ave","41.9308439818599883","-87.7108647301482133","235","152","83"
"KA1503000024","Yates Blvd & 75th St","41.7587526962935647","-87.5664320028937093","233","68","165"
"426","California & 16th St","41.8593906651773212","-87.6963297687138507","232","98","134"
"20204","Kedzie Ave & 110th St","41.6923935983336407","-87.7009600620320275","232","14","218"
"353","Meade Ave & Diversey Ave","41.9306370312902299","-87.7788833139633620","230","77","153"
"777","Public Rack - Midway Orange Line","41.7866467026456522","-87.7383907090659421","229","66","163"
"KA1503000051","Halsted St & 47th Pl","41.8081397948638912","-87.6456204607747558","229","122","107"
"821","Public Rack - Western Blvd & 49th St","41.8026865522966804","-87.6819195029017980","228","100","128"
"497","Public Rack - Lowell Ave & Elston Ave","41.9676413805564971","-87.7381600161497176","228","59","169"
"646","State St & 54th St","41.7927701020883191","-87.6247446385170941","228","137","91"
"545","Public Rack - Linder Ave & Belmont Ave","41.8805275516994302","-87.7369634050277778","227","184","43"
"579","Public Rack - Oketo Ave & Belmont Ave","41.7910251656009783","-87.6167778501076171","226","109","117"
"KA1503000049","Rainbow Beach","41.7578730455695551","-87.5493816854509804","225","91","134"
"15682","Kedzie Ave & Roosevelt Rd","41.8665022773795157","-87.7064938311224359","224","107","117"
"513","Public Rack - Spaulding Ave & Evergreen Ave","41.9064744244013452","-87.7095738516165919","223","133","90"
"335.0","Public Rack - Komensky Ave & 31st St","41.8375839748838798","-87.7267915942616121","222","91","131"
"415","Western Ave & Lake St","41.8834195263634751","-87.6870073896781913","219","91","128"
"561","Public Rack - Melvina Ave & Belmont Ave","41.8210371632446454","-87.6983577436824555","218","47","171"
"1052","Public Rack - Rockwell & Division","41.9023586005310862","-87.6919248987737828","217","136","81"
"16933","Morgan St & Pershing Rd","41.8236169159276808","-87.6509225223200332","216","100","116"
"15449","State St & Pershing Rd","41.8230209539181580","-87.6265702812742461","210","120","90"
"20229","Baltimore Ave & 87th St","41.7373386182076905","-87.5485089083502080","210","146","64"
"KA1503000001","Shields Ave & 43rd St","41.8162042492370217","-87.6347784631537927","209","153","56"
"1019","Public Rack - Kostner Ave & Diversey Ave","41.9315933671929411","-87.7375145618713725","209","166","43"
"359","Kilbourn & Belden","41.9216060174539364","-87.7393196681206030","207","53","154"
"491","Public Rack - Kedzie Ave & Argyle St","41.9713217904918795","-87.7091643826109822","205","162","43"
"379","Rockwell St & Archer Ave","41.8218461533741666","-87.6898203605291667","205","65","140"
"414","Sacramento Blvd & Fulton Ave","41.8879401121235858","-87.7009922362619669","205","96","109"
"464","Western Ave & Ardmore Ave","41.9872902355004095","-87.6897946858673220","205","82","123"
"15691","Albany Ave & 26th St","41.8444978311583562","-87.7018557107605784","204","99","105"
"TA1309000051","Commercial Ave & 83rd St","41.7446181192871917","-87.5512065582569611","203","137","66"
"401","Kildare Ave & 47th St","41.8082339212838197","-87.7306170952705569","202","141","61"
"528","Pulaski Rd & Lake St","41.8847424185117253","-87.7265014143165828","200","90","110"
"397","Narragansett Ave & School St","41.9400973617837606","-87.7873823032709401","199","121","78"
"15599","Calumet Ave & 71st St","41.7655125121507843","-87.6169240905098039","196","162","34"
"317","Long Ave & Belmont Ave","41.9389235366666666","-87.7610646565616439","196","84","112"
"381","Francisco Ave & 47th St","41.8089001017774674","-87.6976410443985102","195","114","81"
"510","Public Rack - Spaulding Ave & North Ave","41.9100526955882861","-87.7096653790775194","195","116","79"
"396","Central Ave & Roscoe St","41.9411894148646954","-87.7683836004139784","195","97","98"
"931","Public Rack - Western Ave & Devon Ave","41.9983566416421320","-87.6898265306928934","195","155","40"
"1121.0","Public Rack - Milwaukee Ave & Higgins Ave","41.9686655028838765","-87.7611949101545530","194","92","102"
"595","Wabash Ave & 87th St","41.7359325010931775","-87.6226155876403190","193","107","86"
"23108","Monticello Ave & Lawrence Ave","41.9681954184429590","-87.7195418550338681","190","92","98"
"357","Lamon Ave & Armitage Ave","41.9177425677301587","-87.7496467098916901","187","96","91"
"16905","Central Ave & Lake St","41.8876669549810997","-87.7654659999407216","187","79","108"
"540","Public Rack - Whipple St & 26th St","41.8801018573351748","-87.7552028501104972","185","83","102"
"1182.0","Public Rack - Cumberland & Catherine","41.9774364105310284","-87.8368434090443263","184","98","86"
"313","Long Ave & Belden Ave","41.9220598429482401","-87.7607194336552796","183","66","117"
"768","Public Rack - Hyde Park Blvd & 55th St","41.7958579169450549","-87.5833956065183149","182","103","79"
"20213","Commercial Ave & 130th St","41.6591453383428155","-87.5507622139907737","181","43","138"
"571","Vernon Ave & 75th St","41.7693857413434651","-87.6259892294346505","181","120","61"
"16921","Austin Blvd & Chicago Ave","41.8948763239127400","-87.7746684733603838","180","42","138"
"PI00002","Streeter Dr/Grand Ave","41.8923886976860038","-87.6123660320156537","180","80","100"
"23101","McCormick Blvd & Devon Ave","41.9971333666409551","-87.7112159208209366","180","107","73"
"16903","Cicero Ave & Lake St","41.8868525209123809","-87.7452981242285715","180","58","122"
"547","Public Rack - Cicero Ave & Wrightwood Ave","41.9286571346676004","-87.7478377928487395","179","144","35"
"494","Public Rack - Avers Ave & Irving Park Rd","41.9519695816164384","-87.7221918737479450","176","103","73"
"372","Hamlin Ave & Grand Ave","41.9033356348726115","-87.7213014606730361","174","60","114"
"512","Public Rack - California Ave & Cortez St","41.9001585330848807","-87.6972907241644562","174","104","70"
"499","Public Rack - Christiana Ave & Belmont Ave","41.9394393823849207","-87.7112673997708333","170","86","84"
"501","Public Rack - Milwaukee Ave & School St","41.9404339013038937","-87.7270855198993351","170","98","72"
"810","Public Rack - Nagle Ave & Belmont Ave","41.9388242718211610","-87.7882612320917603","170","126","44"
"337","Hoyne Ave & 34th St","41.8312962870344828","-87.6786021221826308","170","87","83"
"334.0","Lawndale Ave & 30th St","41.8392079152874196","-87.7177033447511478","170","24","146"
"20103","Prospect Sq & 91st St","41.7281633620179415","-87.6675467997667612","170","63","107"
"KA1504000086","Kedzie Ave & 24th St (Temp)","41.8480902464326072","-87.7053985198692914","167","53","114"
"385","St Louis Ave & Norman Bobbins Ave","41.7924468426702510","-87.7107078260477899","166","40","126"
"384","Kedzie Ave & 52nd St","41.7995352412535393","-87.7017276498635780","163","33","130"
"20108","Hale Ave & 107th St","41.6992106937559126","-87.6689038381916751","162","63","99"
"KA1504000082","Kedzie Ave & Harrison St","41.8736070488403125","-87.7048750483328126","162","89","73"
"374","Kilpatrick Ave & Grand Ave","41.9115782191278826","-87.7420888444486372","162","80","82"
"693","Public Rack - Walden Pkwy & 103rd St","41.7082866883467077","-87.6695614566440330","161","91","70"
"331.0","Pulaski Rd & 21st St","41.8531398561237458","-87.7241307585785953","160","33","127"
"20224","Calumet Park","41.7137107056649663","-87.5308424047263246","160","29","131"
"20203","Lawndale Ave & 111th St","41.6913166253303672","-87.7128779317930218","159","25","134"
"537","Public Rack - 2302 S Pulaski Rd","41.8798503953019744","-87.7405194008478514","159","97","62"
"20119","Elizabeth St & 92nd St","41.7268151731042221","-87.6542978529418448","158","126","32"
"1012","Public Rack - Langley Ave & 49th St","41.8051091756813418","-87.6091155597830189","156","139","17"
"20123","Western Ave & 104th St","41.7045928552856843","-87.6811834299614800","154","36","118"
"16907","Central Park Blvd & 5th Ave","41.8756768825792031","-87.7154755709591836","152","77","75"
"576","Public Rack - Plainfield Ave & Irving Park Rd","41.7526640799806598","-87.5983194567838453","150","70","80"
"370","Central Park & Augusta Blvd","41.8990658140730897","-87.7170406273842749","150","47","103"
"20207","Major Taylor Trail & 115th St","41.6849629513168945","-87.6453207886528592","148","68","80"
"15597","Halsted St & 69th St","41.7690568832019933","-87.6446081653887044","147","94","53"
"570","Public Rack - McVicker Ave & Grand Ave","41.7647340704217949","-87.6130145372307692","146","79","67"
"20124","Vincennes Ave & 104th St","41.7049327506058628","-87.6569205465398836","145","108","37"
"460","Francisco Ave & Hollywood Ave","41.9833135344313725","-87.7011506318725491","145","40","105"
"586","Public Rack - Stewart Ave & 123rd St","41.7084397701488550","-87.6230591242290077","144","35","109"
"406","Kostner Ave & 63rd St","41.7791902846734972","-87.7316047105314207","143","12","131"
"424","Sacramento Ave & 25th St","41.8470619828287671","-87.7001245614577625","143","63","80"
"383","Campbell Ave & 51st St","41.8007165501444445","-87.6875568734986110","142","31","111"
"351","Mulligan Ave & Wellington Ave","41.9319766043152339","-87.7818234723273002","142","29","113"
"347","Komensky Ave & 55th St","41.7925659213128414","-87.7232720772213117","140","46","94"
"16916","Central Ave & Madison St","41.8801225827726099","-87.7632289794560724","140","61","79"
"340","Pulaski & Ann Lurie Pl","41.8174995080744811","-87.7232957613345544","136","81","55"
"400","Lawler Ave & 50th St","41.8014510684519351","-87.7492958930262172","136","21","115"
"20115","Martin Luther King Dr & 111th St","41.6916507036214967","-87.6122833482139224","135","67","68"
"20223","Ewing Ave & Burnham Greenway","41.7673954642998071","-87.5680572174825236","135","73","62"
"20242","Houston Ave & 92nd St","41.7282051893822327","-87.5496522929294801","135","82","53"
"309","Narragansett & McLean","41.9166480979105058","-87.7860085608223089","135","65","70"
"574","Vernon Ave & 79th St","41.7542533949788889","-87.6173899879466666","135","90","45"
"580","Public Rack - Ellis Ave & Doty Ave","41.7510985536443661","-87.5530989714190141","135","63","72"
"569","Woodlawn Ave & 75th St","41.7975119267736626","-87.6375329992386830","134","45","89"
"342","Kedzie Ave & 45th St","41.8107556260620156","-87.7021420531937985","134","87","47"
"534","Public Rack - California Ave & Ogden Ave","41.8772153380296560","-87.7221072327295375","133","62","71"
"1226.0","Public Rack - Avers & Lawrence","41.9684498669598539","-87.7242552445693428","133","68","65"
"474","Fullerton & Monitor","41.9217601632077294","-87.7710550411980677","132","21","111"
"473","Mason Ave & Belmont Ave","41.9388908307333333","-87.7716917740269505","131","44","87"
"345","Artesian Ave & 55th St","41.7921022151489362","-87.6878112188836879","131","66","65"
"PI00003","Leavitt St/North Ave","41.9100856478256410","-87.6823075177448717","130","101","29"
"404","Pulaski Rd & 60th St","41.7826503324177584","-87.7216200694643376","130","7","123"
"KA1504000168","Western Ave & 28th St","41.8415217146293669","-87.6851420429355296","129","61","68"
"535","Pulaski Rd & Congress Pkwy","41.8741450434300506","-87.7261648494811780","129","59","70"
"338","California Ave & 36th St","41.8286991468064047","-87.6933163196477441","129","37","92"
"642","Public Rack - Justine St & 87th St","41.8862751074717208","-87.7516962977099881","128","73","55"
"20233","Halsted St & 78th St","41.7524954012313968","-87.6438419325545067","128","58","70"
"20241","Steelworkers Park","41.7387044593763888","-87.5305993052388889","127","27","100"
"KA1503000010","Halsted St & 51st St","41.8018124414112606","-87.6452191901987880","127","82","45"
"20120","Stewart Ave & 83rd St","41.7437170044225146","-87.6340876451067253","126","47","79"
"324","Meade Ave & Addison St","41.9468306824058643","-87.7791469512361112","125","53","72"
"20236","Stony Island Ave & 90th St","41.7313957332739485","-87.5857469300798813","125","98","27"
"378","Nordica & Medill","41.9211584119351853","-87.8010404976141977","124","37","87"
"560","Public Rack - Austin Ave & Roscoe St","41.8305300353588761","-87.6980168709655173","123","53","70"
"21462","Lincoln Ave & Peterson Ave","41.9902664491554559","-87.7085694647279521","122","82","40"
"418","Mozart St & Jackson Blvd","41.8789161203302893","-87.6988678782876711","122","81","41"
"1072","Public Rack - Washington Park Ct & 51st St","41.8021607088604651","-87.6151932398821704","121","42","79"
"23321","Kostner Ave & Wrightwood Ave","41.9279530560816327","-87.7359618647238096","121","90","31"
"649","Stewart Ave & 63rd St","41.7793535365990784","-87.6344976582933947","120","55","65"
"318","Oak Park & Wellington","41.9327082061169874","-87.7975726997419872","120","18","102"
"1276.0","Public Rack - Hollywood Park","41.9892813085013775","-87.7118126135606062","119","107","12"
"PI00001","Damen Ave/Coulter St","41.8492017012968749","-87.6756429512447918","119","89","30"
"20116","Dauphin Ave & 87th St","41.7365278160632110","-87.6012593429532803","119","66","53"
"319","Roscoe & Harlem","41.9411020154673721","-87.8080937099365078","119","19","100"
"621","Public Rack - Lafayette Ave & 95th St","41.7213917742757417","-87.6238846991570678","119","57","62"
"20131","Cottage Grove Ave & 111th Pl","41.6916972239930286","-87.6100048419318582","119","48","71"
"20235","Greenwood Ave & 91st St","41.7284308702011972","-87.5972965880662496","118","42","76"
"530","Public Rack - S Kostner Ave & W 18th Pl","41.8877175461912568","-87.7554602445368853","117","39","78"
"554","Public Rack - Cicero Ave & Le Moyne St - midblock","41.8034432583519256","-87.6763845894860559","115","58","57"
"395","Shabbona Park","41.9434867942468084","-87.7995206960609928","115","14","101"
"20121","Loomis Blvd & 84th St","41.7415072750358309","-87.6584126347395995","114","51","63"
"16948","Ashland Ave & 63rd St","41.7793692043736921","-87.6648592054738414","114","63","51"
"422","Albany Ave & 16th St","41.8594144166236046","-87.7026789803285487","113","33","80"
"20231","East End Ave & 87th St","41.7368127208936347","-87.5828017517262099","113","76","37"
"487","Public Rack - California Ave & Devon Ave - NE","41.9983770933886464","-87.6996455643202328","113","76","37"
"KA1503000028","Jeffery Blvd & 76th St","41.7571217869220467","-87.5758416947160818","111","46","65"
"389","Maplewood Ave & 59th St","41.7872555742538072","-87.6881005608307953","110","46","64"
"20127","Halsted St & 111th St","41.6922710911851943","-87.6426540345633261","110","83","27"
"365.0","Kildare Ave & 26th St","41.8427169355583332","-87.7313717189916666","109","9","100"
"23104","California Ave & Granville Ave","41.9940298921728971","-87.6992971066838005","107","82","25"
"16913","Cicero Ave & Quincy St","41.8776118883179724","-87.7453988006113671","106","49","57"
"16943","Ashland Ave & Garfield Blvd","41.7928533584813008","-87.6644319315577238","106","17","89"
"390","Public Rack - California Ave & Marquette Rd","41.7708664359333333","-87.6918240121016665","106","13","93"
"402","Kenneth Ave & 50th St","41.8015077506844659","-87.7328600464190938","105","11","94"
"1280.0","Public Rack - Wilbur Wright College South","41.9583099311933029","-87.7874438526575342","104","65","39"
"1126.0","Public Rack - Laramine Ave & Winnemac Ave","41.9716991060520836","-87.7577294729826390","103","64","39"
"20114","Doty Ave & 111th St","41.6950340948127880","-87.5987836799661880","103","15","88"
"536","Public Rack - Keeler Ave & 26th St","41.8835837637662601","-87.7350964328638212","103","30","73"
"16912","Cicero Ave & Flournoy St","41.8721348923634921","-87.7466285125253967","103","43","60"
"20228","Constance Ave & 95th St","41.7222690142005193","-87.5789675928131363","103","34","69"
"344","Springfield Ave & 47th St","41.8089600601472394","-87.7206648814458079","103","23","80"
"325","Harlem Ave & Grace St","41.9490715949884393","-87.8073197565472063","102","15","87"
"20215","Hegewisch Metra Station","41.6485265522933509","-87.5461283273528394","102","33","69"
"16915","Central Ave & Harrison St","41.8729978020132014","-87.7645014119620463","102","32","70"
"1203.0","Public Rack - Lavergne & Lawrence","41.9679825013383084","-87.7524112036500829","102","73","29"
"577","Stony Island Ave & South Chicago Ave","41.7629275327861952","-87.5995705382222222","102","52","50"
"20214","Avenue O & 134th St","41.6518368948540027","-87.5402286260297465","102","20","82"
"964","Public Rack - Lockwood Ave & Diversey Ave","41.9304426097394823","-87.7597115502233009","102","74","28"
"516","Public Rack - Kenton Ave & Palmer St","41.9204195805410853","-87.7411699367302324","102","15","87"
"20222","Burnham Greenway & 105th St","41.7045854276401507","-87.5282617793253683","100","35","65"
"KA1503000003","Cottage Grove Ave & 71st St","41.7657255089125126","-87.6049862772311559","100","39","61"
"21361","Kenosha Ave & Wellington Ave","41.9344668661793651","-87.7337936453428572","99","85","14"
"465","Troy Ave & 27th St","41.8421844131236307","-87.7033351626181533","99","16","83"
"565","Public Rack - Austin Ave & Wrightwood Ave","41.9283249456178862","-87.7769891717219514","99","41","58"
"388","Richmond St & 59th St","41.7869444121260794","-87.6976149250880831","98","39","59"
"386","Rockwell St & 57th St","41.7902462918834155","-87.6893314582003285","98","26","72"
"350","Hamlin Ave & 62nd Pl","41.7799532895885713","-87.7189420000685711","97","37","60"
"583","Stony Island Ave & 82nd St","41.7444917220000000","-87.5851608840108697","97","48","49"
"20221","Torrence Ave & 106th St","41.7028200429749537","-87.5597718764616240","97","29","68"
"20113","Dauphin Ave & 103rd St","41.7072675667132294","-87.6076666677964748","96","14","82"
"20234","Ashland Ave & 78th St","41.7522123250219992","-87.6637355387304407","96","48","48"
"20206","Homewood Ave & 115th St","41.6845982184096671","-87.6707454440456673","96","41","55"
"341","Archer Ave & 43rd St","41.8169372218971192","-87.7016357151913583","95","17","78"
"339","Sacramento Ave & Pershing Rd","41.8216275930763500","-87.6997632436387337","95","14","81"
"20202","W 103rd St & S Avers Ave","41.7072194425358648","-87.7180480820295358","94","7","87"
"1125.0","Public Rack - Milwaukee Ave & Kennedy Expy","41.9712440496557972","-87.7638118965072462","94","63","31"
"543","Public Rack - Cicero Ave & Roscoe St","41.9143106139774012","-87.7508939706101695","93","38","55"
"833","Public Rack - Pulaski Rd & 44th St","41.8113486929680852","-87.7212254985141844","91","58","33"
"392","Homan Ave & 65th St","41.7776287582543353","-87.7090687828843931","91","13","78"
"369","Central Park Ave & Ohio St","41.8910245494900794","-87.7180410371230160","90","15","75"
"584","Public Rack - Baltimore Ave & 132nd St","41.7363938397829458","-87.5945345599825579","90","25","65"
"407","Tripp Ave & 65th St","41.7728510431780303","-87.7293262066003788","89","11","78"
"480","Public Rack - Rockwell Ave & Touhy Ave ","42.0116028722887699","-87.6967460746310161","89","66","23"
"906","Public Rack - Prairie Ave & Garfield Blvd S","41.7942112274883041","-87.6190383411052632","89","38","51"
"902","Public Rack - Hoyne Ave & 110th Pl","41.6905916701466668","-87.6710505725504762","86","58","28"
"479","Public Rack - California Ave & Touhy Ave - NW","42.0114913999640151","-87.6999236372992426","86","38","48"
"20112","Indiana Ave & 103rd St","41.7071254509484605","-87.6185159954378303","85","23","62"
"301","Monticello Ave & Chicago Ave","41.8968451530990476","-87.7183117636666665","83","36","47"
"490","Public Rack - Kimball Ave & Carmen Ave","41.9727461955069860","-87.7123313678143708","83","60","23"
"20134","Maryland Ave & 104th St","41.7080244750104986","-87.6013102933149606","83","32","51"
"303","Public Rack - Kildare Ave & Division St","41.9018208061055898","-87.7327401417101450","83","11","72"
"20230","Clyde Ave & 87th St","41.7371667643367319","-87.5727175753567242","83","32","51"
"302","Lamon Ave & Chicago Ave","41.8963590921866666","-87.7486571741177776","83","20","63"
"20133","Woodlawn & 103rd - Olive Harvey Vaccination Site","41.7083195958187701","-87.5925916290841422","81","2","79"
"377","Bloomingdale Ave & Harlem Ave","41.9112531919143519","-87.8074178937685184","80","19","61"
"20110","Eberhart Ave & 91st St","41.7292836871180034","-87.6111822883998510","79","33","46"
"929","Public Rack - Campbell Ave & Pratt Blvd","42.0057621196445783","-87.6922401499357427","79","52","27"
"1236.0","Public Rack - Parkside & Archer","41.7959825318532494","-87.7632350829077569","78","43","35"
"575","Public Rack - Pittsburgh Ave & Irving Park","41.7600407027986111","-87.6128721930694446","77","30","47"
"1142.0","Public Rack - Haft Ave & Milwaukee Ave","41.9956987446542442","-87.7864970263830228","76","44","32"
"1195.0","Public Rack - Nashotah & Northwest Hwy","41.9881595811907755","-87.7913579354696020","76","43","33"
"553","Public Rack - Lorel Ave & Chicago Ave","41.8120258060256411","-87.6608643872680652","76","31","45"
"1155.0","Public Rack - Olmstead Ave & Oliphant Ave","42.0021432148516129","-87.8173261159806449","76","60","16"
"16951","Damen Ave & 74th St","41.7592756322463521","-87.6736453885087660","75","30","45"
"320","Orange & Addison","41.9428195258145833","-87.8224464178833329","75","7","68"
"371","Kildare Ave & Chicago Ave","41.8971270195185186","-87.7322503233308641","74","12","62"
"421","Albany Ave & Douglas Blvd","41.8629717817023810","-87.7028089869833335","73","21","52"
"485","Public Rack - Sacramento Ave & Devon Ave","41.9982288687402299","-87.7033166279333333","73","35","38"
"329.0","Central Park Ave & Douglas Blvd","41.8619704634139435","-87.7165013264270152","73","24","49"
"20102","Loomis St & 89th St","41.7324034411272499","-87.6580695442720944","73","44","29"
"16953","Vincennes Ave & 75th St","41.7579688317442923","-87.6312106201392694","73","30","43"
"1011","Public Rack - Fullerton Ave & Narragansett Ave","41.9228420688510639","-87.7868425759243498","73","30","43"
"1113.0","Public Rack - Irving Park Rd & Leclaire Ave","41.9531634194535149","-87.7544978951496597","72","50","22"
"333.0","Kildare & Cermak","41.8510824728857143","-87.7316057829023808","71","16","55"
"20101","Summit Ave & 86th St","41.7389698935824065","-87.6451596691721977","71","40","31"
"20245","Ashland Ave & 74th St","41.7592214671282499","-87.6634764382710565","71","38","33"
"310","North Ave & New England Ave","41.9095023913283207","-87.7980710218947368","71","17","54"
"865","Public Rack - Kilbourn Ave & Fullerton Ave","41.9201156623376623","-87.7399972251082251","71","51","20"
"362.0","Lawndale Ave & 16th St","41.8592701690381680","-87.7180119938218831","70","14","56"
"503","Public Rack - Jonathan Y Scammon Public School","41.9410355701087471","-87.7315392888274231","70","24","46"
"1110.0","Public Rack - Milwaukee Ave & Culyer Ave","41.9535432142933334","-87.7495889751386664","70","39","31"
"327","Plainfield & Irving Park","41.9512011900682413","-87.8319364488897638","69","5","64"
"20109","Vernon Ave & 107th St","41.7001465445411800","-87.6122776165201300","69","4","65"
"557","Seeley Ave & Garfield Blvd","41.7941016246985294","-87.6754832969460784","68","10","58"
"1214.0","Public Rack - Pulaski & Rosemont","41.9952516163840580","-87.7289194543840577","67","48","19"
"2059","Hastings LWS","41.8600000000000000","-87.6800000000000000","67","56","11"
"562","Racine Ave & 61st St","41.8146620327402863","-87.6779640263169735","67","17","50"
"364.0","Homan Ave & Fillmore St","41.8687445336803279","-87.7105689175027322","67","27","40"
"770","Public Rack - Throop St & 58th St","41.7886053925375587","-87.6563124694553992","67","50","17"
"813","Public Rack - Calumet Ave & 51st St","41.8020757792121212","-87.6184613234155841","66","44","22"
"937","Public Rack - King Dr & 115th St","41.6873001538997494","-87.6119524510726818","66","32","34"
"1070","Public Rack - Lawndale Ave & 23rd St","41.8498800457876543","-87.7167552273629631","66","8","58"
